Turbine_ID,Rotor_Speed_RPM,Wind_Speed_mps,Power_Output_kW,Gearbox_Oil_Temp_C,Generator_Bearing_Temp_C,Vibration_Level_mmps,Ambient_Temp_C,Humidity_pct,Maintenance_Label
1,15.496714153011233,7.861735698828816,1564.7688538100692,72.61514928204012,73.82923312638331,1.953172608610164,17.896064077536955,67.67434729152909,0
1,15.079831812215705,7.840483498342925,1502.2221826611983,62.861035431983275,72.34091294890887,1.97650489964573,11.110394507823715,52.320234980569225,0
1,17.559488031037795,8.3942330218796,1512.221916522268,62.422821689537734,71.99873074947044,2.1894879642093277,11.455170006310912,53.6444025972536,0
1,15.822544912103188,6.779156350028978,1520.8863595004755,55.201649380601125,68.35906975550785,2.0393722471738247,13.692332899977053,61.7136828118997,0
1,15.564464238555136,8.025500668081348,1547.3193249460023,68.29595299214492,86.70373167051523,2.2141970374034736,10.482082395151291,64.19102105597644,1
1,14.156580076640715,7.4866745946028335,1495.6463197526502,63.62349544876803,67.18466602706744,1.8408738015725974,14.65292200385551,66.77767409673342,0
1,15.211587012326017,8.597044646179075,1410.3664816870698,64.44006089746529,82.34470642716197,1.7752203330919927,14.7500269775359,77.26516468575363,0
1,14.927989878419666,9.003532897892024,1536.1636025047635,61.774401226974376,76.80697802754207,2.307607313293194,9.820869804450242,75.64643655814007,0
1,14.6013616099848,7.939135912525254,1358.1249541408597,70.2124580866971,79.51766245312922,2.00380006621243,7.327917731632474,45.049461291856645,0
1,16.622920499341372,8.823733076975142,1529.3059245645572,69.48315191855473,71.94838991326333,1.9367668206380455,2.587878765705433,57.711524837609836,0
1,15.09707754934804,8.968644990532889,1429.7946906122647,63.36168926701116,73.0394592343392,1.7072970103735763,11.480601385322881,62.610552721798896,0
1,15.127012239371798,6.750556277200073,1694.5115614486785,64.23331771241929,70.4650638729756,1.8365291689754342,7.584386606243535,54.301716516015965,0
1,14.337261686621787,7.853527193258384,1415.3982983544295,60.887553156099685,80.43363511519637,2.2009973761405264,7.7911698838699355,59.15834914818823,0
1,14.807639035218877,8.301547342333613,1496.5288230294757,59.15660981190234,80.7141140725751,2.1503866065373547,13.955159735215235,50.906125452052606,0
1,15.35615983038938,7.978119125661235,1621.805043775651,63.05270987848259,72.7859882754718,2.0756453229481706,19.669199004640593,60.80970805944567,0
1,16.70660495367846,8.87358941563538,1500.9144345740137,63.172303515837285,78.24543366314553,1.7554252926649387,12.681680161910327,50.85309068738722,0
1,16.24894069913991,8.065649158111224,1616.9207646952623,69.36658484544714,76.02825067003336,1.7113033296607523,4.861445679557556,67.41240635045219,0
1,15.227459934604129,9.307142754282427,1339.2516765438772,65.92316929266153,76.29941397124212,2.1563645743554622,3.8152464456095903,46.795433869157236,0
1,15.108711799627386,8.10576364702776,1592.066671571307,63.866387722253194,78.2652415552488,2.220537493092542,0.750985314178843,71.68631243450534,0
1,14.857009065292473,6.06542980449895,1515.065904348328,64.92142530073777,68.34962967242608,1.9949424748857745,16.715841061483893,52.65452350052473,0
1,15.82206015999449,9.896792982653947,1475.461188399713,61.23131917821255,70.55242785187238,1.8368379430069124,9.61449145292948,63.41151974816644,0
1,16.209381970686636,8.537960003691996,1773.4422159061742,65.46882715075974,67.96797366409226,1.9930940687810383,5.184921869669368,69.77180000813073,1
1,14.988416680218005,8.190598705114523,1560.6975709568626,63.255494086136245,78.03064681549543,1.61115408125008,11.681993818931263,60.506298109151665,0
1,14.153206281931595,6.485152775314136,1455.348504793298,69.28199397161737,76.07046872065102,1.7508522442576024,10.86590462925591,63.85317379728837,0
1,13.852280027175,9.389602828146591,1414.4759481120188,59.86469120532202,79.41418830254695,1.9101391227808435,12.09319734586301,52.71820750636667,1
1,15.90512195995656,7.3960956275154714,1530.4449119870853,66.28603745490054,75.11965907232918,2.174382797762479,17.186781641667636,60.07306372740632,0
1,14.834690385446438,7.31282482466749,1506.835125110383,62.95295584714221,84.44773828063292,1.8648390531557206,5.4329373133879235,55.44966826012434,0
1,15.686260190374513,6.387284128810348,1452.8068134210566,70.44475298483682,75.32140009547732,1.7844510444141388,6.423481453700159,66.79597748934675,2
1,16.210398633136638,7.848764034507771,1462.547844090953,58.543919434319086,71.17245317096331,2.0844627523328128,3.4604285016531247,40.09400450422636,1
1,14.228180922243245,9.661301730608153,1466.5752908849631,63.410765467447085,76.58883516218559,1.6775545385650954,14.726908450437836,72.66406855372875,0
1,17.13464124800741,8.226848821980786,1665.546162537892,62.68537288968176,75.43282907261278,1.881423453507929,6.599978329410288,57.36594155132727,1
